Date,Day_of_Week,LineName,Route_Type,DepartureTime,Hour_of_Day,Live_Traffic_Index,Actual_Delay_Minutes
2024-01-10,Wednesday,597,City Service,14:00:00,14,0.0,4
2024-01-10,Wednesday,597,City Service,15:00:00,15,0.9,6
2024-01-10,Wednesday,597,City Service,16:00:00,16,3.1,16
2024-01-10,Wednesday,597,City Service,17:00:00,17,3.0,9
2024-01-10,Wednesday,597,City Service,18:00:00,18,2.6,19
2024-01-10,Wednesday,598,Commuter Express,08:00:00,8,2.9,11
2024-01-10,Wednesday,598,Commuter Express,09:00:00,9,3.4,17
2024-01-10,Wednesday,598,Commuter Express,10:00:00,10,0.5,6
2024-01-10,Wednesday,598,Commuter Express,11:00:00,11,1.9,7
2024-01-10,Wednesday,598,Commuter Express,12:00:00,12,0.0,6
2024-01-10,Wednesday,598,Commuter Express,13:00:00,13,0.0,4
2024-01-10,Wednesday,598,Commuter Express,14:00:00,14,0.0,4
2024-01-10,Wednesday,598,Commuter Express,15:00:00,15,2.2,6
2024-01-10,Wednesday,598,Commuter Express,16:00:00,16,2.4,6
2024-01-10,Wednesday,598,Commuter Express,17:00:00,17,1.2,12
2024-01-10,Wednesday,598,Commuter Express,18:00:00,18,2.5,8
2024-01-11,Thursday,597,City Service,08:00:00,8,1.8,11
2024-01-11,Thursday,597,City Service,09:00:00,9,3.0,13
2024-01-11,Thursday,597,City Service,10:00:00,10,0.0,4
2024-01-11,Thursday,597,City Service,11:00:00,11,0.0,3
2024-01-11,Thursday,597,City Service,12:00:00,12,1.7,4
2024-01-11,Thursday,597,City Service,13:00:00,13,2.3,5
2024-01-11,Thursday,597,City Service,14:00:00,14,0.1,6
2024-01-11,Thursday,597,City Service,15:00:00,15,1.1,4
2024-01-11,Thursday,597,City Service,16:00:00,16,3.9,15
2024-01-11,Thursday,597,City Service,17:00:00,17,1.6,15
2024-01-11,Thursday,597,City Service,18:00:00,18,3.7,18
2024-01-11,Thursday,598,Commuter Express,08:00:00,8,2.9,15
2024-01-11,Thursday,598,Commuter Express,09:00:00,9,2.8,14
2024-01-11,Thursday,598,Commuter Express,10:00:00,10,1.2,2
2024-01-11,Thursday,598,Commuter Express,11:00:00,11,1.2,5
2024-01-11,Thursday,598,Commuter Express,12:00:00,12,1.7,7
2024-01-11,Thursday,598,Commuter Express,13:00:00,13,0.2,5
2024-01-11,Thursday,598,Commuter Express,14:00:00,14,0.1,3
2024-01-11,Thursday,598,Commuter Express,15:00:00,15,0.9,6
2024-01-11,Thursday,598,Commuter Express,16:00:00,16,3.6,12
2024-01-11,Thursday,598,Commuter Express,17:00:00,17,2.6,15
2024-01-11,Thursday,598,Commuter Express,18:00:00,18,2.3,15
2024-01-12,Friday,597,City Service,08:00:00,8,3.1,12
2024-01-12,Friday,597,City Service,09:00:00,9,3.2,14
2024-01-12,Friday,597,City Service,10:00:00,10,0.0,6
2024-01-12,Friday,597,City Service,11:00:00,11,1.4,7
2024-01-12,Friday,597,City Service,12:00:00,12,1.1,4
2024-01-12,Friday,597,City Service,13:00:00,13,1.3,6
2024-01-12,Friday,597,City Service,14:00:00,14,1.7,7
2024-01-12,Friday,597,City Service,15:00:00,15,1.8,2
2024-01-12,Friday,597,City Service,16:00:00,16,3.2,17
2024-01-12,Friday,597,City Service,17:00:00,17,1.4,12
2024-01-12,Friday,597,City Service,18:00:00,18,1.4,8
2024-01-12,Friday,598,Commuter Express,08:00:00,8,3.2,15
2024-01-12,Friday,598,Commuter Express,09:00:00,9,1.6,10
2024-01-12,Friday,598,Commuter Express,10:00:00,10,0.0,5
2024-01-12,Friday,598,Commuter Express,11:00:00,11,2.1,9
2024-01-12,Friday,598,Commuter Express,12:00:00,12,0.0,4
2024-01-12,Friday,598,Commuter Express,13:00:00,13,1.4,7
2024-01-12,Friday,598,Commuter Express,14:00:00,14,0.0,6
2024-01-12,Friday,598,Commuter Express,15:00:00,15,1.3,6
2024-01-12,Friday,598,Commuter Express,16:00:00,16,2.5,11
2024-01-12,Friday,598,Commuter Express,17:00:00,17,1.4,12
2024-01-12,Friday,598,Commuter Express,18:00:00,18,1.9,11
2024-01-13,Saturday,597,City Service,08:00:00,8,1.8,5
2024-01-13,Saturday,597,City Service,09:00:00,9,1.2,9
2024-01-13,Saturday,597,City Service,10:00:00,10,0.0,2
2024-01-13,Saturday,597,City Service,11:00:00,11,1.9,3
2024-01-13,Saturday,597,City Service,12:00:00,12,0.5,1
2024-01-13,Saturday,597,City Service,13:00:00,13,0.0,3
2024-01-13,Saturday,597,City Service,14:00:00,14,0.0,2
2024-01-13,Saturday,597,City Service,15:00:00,15,1.0,2
2024-01-13,Saturday,597,City Service,16:00:00,16,0.4,7
2024-01-13,Saturday,597,City Service,17:00:00,17,1.4,5
2024-01-13,Saturday,597,City Service,18:00:00,18,1.0,7
2024-01-13,Saturday,598,Commuter Express,08:00:00,8,2.3,8
2024-01-13,Saturday,598,Commuter Express,09:00:00,9,0.5,3
2024-01-13,Saturday,598,Commuter Express,10:00:00,10,0.3,1
2024-01-13,Saturday,598,Commuter Express,11:00:00,11,2.0,3
2024-01-13,Saturday,598,Commuter Express,12:00:00,12,1.5,2
2024-01-13,Saturday,598,Commuter Express,13:00:00,13,1.6,3
2024-01-13,Saturday,598,Commuter Express,14:00:00,14,0.0,3
2024-01-13,Saturday,598,Commuter Express,15:00:00,15,0.1,3
2024-01-13,Saturday,598,Commuter Express,16:00:00,16,2.0,5
2024-01-13,Saturday,598,Commuter Express,17:00:00,17,0.0,4
2024-01-13,Saturday,598,Commuter Express,18:00:00,18,1.8,6
2024-01-14,Sunday,597,City Service,08:00:00,8,2.8,10
2024-01-14,Sunday,597,City Service,09:00:00,9,2.1,11
2024-01-14,Sunday,597,City Service,10:00:00,10,0.3,3
2024-01-14,Sunday,597,City Service,11:00:00,11,0.3,3
2024-01-14,Sunday,597,City Service,12:00:00,12,0.1,2
2024-01-14,Sunday,597,City Service,13:00:00,13,0.0,1
2024-01-14,Sunday,597,City Service,14:00:00,14,1.4,2
2024-01-14,Sunday,597,City Service,15:00:00,15,1.2,3
2024-01-14,Sunday,597,City Service,16:00:00,16,1.0,6
2024-01-14,Sunday,597,City Service,17:00:00,17,2.4,6
2024-01-14,Sunday,597,City Service,18:00:00,18,1.6,10
2024-01-14,Sunday,598,Commuter Express,08:00:00,8,1.9,3
2024-01-14,Sunday,598,Commuter Express,09:00:00,9,0.6,8
2024-01-14,Sunday,598,Commuter Express,10:00:00,10,0.4,1
2024-01-14,Sunday,598,Commuter Express,11:00:00,11,0.2,3
2024-01-14,Sunday,598,Commuter Express,12:00:00,12,1.2,2
2024-01-14,Sunday,598,Commuter Express,13:00:00,13,1.4,2
2024-01-14,Sunday,598,Commuter Express,14:00:00,14,0.0,3
2024-01-14,Sunday,598,Commuter Express,15:00:00,15,0.0,2
2024-01-14,Sunday,598,Commuter Express,16:00:00,16,1.8,5
2024-01-14,Sunday,598,Commuter Express,17:00:00,17,1.1,8
2024-01-14,Sunday,598,Commuter Express,18:00:00,18,2.1,6
2024-01-15,Monday,597,City Service,08:00:00,8,4.8,23
2024-01-15,Monday,597,City Service,09:00:00,9,1.3,12
2024-01-15,Monday,597,City Service,10:00:00,10,1.6,6
2024-01-15,Monday,597,City Service,11:00:00,11,0.5,6
2024-01-15,Monday,597,City Service,12:00:00,12,0.0,6
2024-01-15,Monday,597,City Service,13:00:00,13,2.1,4
2024-01-15,Monday,597,City Service,14:00:00,14,1.5,8
2024-01-15,Monday,597,City Service,15:00:00,15,0.8,4
2024-01-15,Monday,597,City Service,16:00:00,16,3.3,16
2024-01-15,Monday,597,City Service,17:00:00,17,4.6,19
2024-01-15,Monday,597,City Service,18:00:00,18,2.1,10
2024-01-15,Monday,598,Commuter Express,08:00:00,8,1.6,2
2024-01-15,Monday,598,Commuter Express,09:00:00,9,3.5,16
2024-01-15,Monday,598,Commuter Express,10:00:00,10,1.8,5
2024-01-15,Monday,598,Commuter Express,11:00:00,11,1.6,2
2024-01-15,Monday,598,Commuter Express,12:00:00,12,1.8,4
2024-01-15,Monday,598,Commuter Express,13:00:00,13,2.2,5
2024-01-15,Monday,598,Commuter Express,14:00:00,14,0.1,6
2024-01-15,Monday,598,Commuter Express,15:00:00,15,0.0,4
2024-01-15,Monday,598,Commuter Express,16:00:00,16,4.9,19
2024-01-15,Monday,598,Commuter Express,17:00:00,17,2.3,14
2024-01-15,Monday,598,Commuter Express,18:00:00,18,2.9,13
2024-01-16,Tuesday,597,City Service,08:00:00,8,2.6,18
2024-01-16,Tuesday,597,City Service,09:00:00,9,3.3,11
2024-01-16,Tuesday,597,City Service,10:00:00,10,1.4,8
2024-01-16,Tuesday,597,City Service,11:00:00,11,0.8,6
2024-01-16,Tuesday,597,City Service,12:00:00,12,0.0,6
2024-01-16,Tuesday,597,City Service,13:00:00,13,0.0,7
2024-01-16,Tuesday,597,City Service,14:00:00,14,0.7,6
2024-01-16,Tuesday,597,City Service,15:00:00,15,2.5,6
2024-01-16,Tuesday,597,City Service,16:00:00,16,1.6,14
2024-01-16,Tuesday,597,City Service,17:00:00,17,3.0,14
2024-01-16,Tuesday,597,City Service,18:00:00,18,3.7,20
2024-01-16,Tuesday,598,Commuter Express,08:00:00,8,3.7,17
2024-01-16,Tuesday,598,Commuter Express,09:00:00,9,2.0,16
2024-01-16,Tuesday,598,Commuter Express,10:00:00,10,2.4,6
2024-01-16,Tuesday,598,Commuter Express,11:00:00,11,0.0,5
2024-01-16,Tuesday,598,Commuter Express,12:00:00,12,0.9,8
2024-01-16,Tuesday,598,Commuter Express,13:00:00,13,0.0,2
2024-01-16,Tuesday,598,Commuter Express,14:00:00,14,0.2,6
2024-01-16,Tuesday,598,Commuter Express,15:00:00,15,1.2,6
2024-01-16,Tuesday,598,Commuter Express,16:00:00,16,2.8,15
2024-01-16,Tuesday,598,Commuter Express,17:00:00,17,3.1,14
2024-01-16,Tuesday,598,Commuter Express,18:00:00,18,4.8,17
2024-01-17,Wednesday,597,City Service,08:00:00,8,1.1,9
2024-01-17,Wednesday,597,City Service,09:00:00,9,2.2,9
2024-01-17,Wednesday,597,City Service,10:00:00,10,1.4,6
2024-01-17,Wednesday,597,City Service,11:00:00,11,1.3,4
2024-01-17,Wednesday,597,City Service,12:00:00,12,0.1,5
2024-01-17,Wednesday,597,City Service,13:00:00,13,2.2,5
2024-01-17,Wednesday,597,City Service,14:00:00,14,0.0,4
2024-01-17,Wednesday,597,City Service,15:00:00,15,0.0,3
2024-01-17,Wednesday,597,City Service,16:00:00,16,2.8,19
2024-01-17,Wednesday,597,City Service,17:00:00,17,0.8,9
2024-01-17,Wednesday,597,City Service,18:00:00,18,1.3,4
2024-01-17,Wednesday,598,Commuter Express,08:00:00,8,2.2,15
2024-01-17,Wednesday,598,Commuter Express,09:00:00,9,2.7,11
2024-01-17,Wednesday,598,Commuter Express,10:00:00,10,2.3,7
2024-01-17,Wednesday,598,Commuter Express,11:00:00,11,1.9,8
2024-01-17,Wednesday,598,Commuter Express,12:00:00,12,0.6,7
2024-01-17,Wednesday,598,Commuter Express,13:00:00,13,1.5,10
2024-01-17,Wednesday,598,Commuter Express,14:00:00,14,1.6,6
2024-01-17,Wednesday,598,Commuter Express,15:00:00,15,0.2,8
2024-01-17,Wednesday,598,Commuter Express,16:00:00,16,4.3,18
2024-01-17,Wednesday,598,Commuter Express,17:00:00,17,0.0,6
2024-01-17,Wednesday,598,Commuter Express,18:00:00,18,1.3,14
2024-01-18,Thursday,597,City Service,08:00:00,8,1.5,12
2024-01-18,Thursday,597,City Service,09:00:00,9,2.5,13
2024-01-18,Thursday,597,City Service,10:00:00,10,0.0,5
2024-01-18,Thursday,597,City Service,11:00:00,11,1.3,8
2024-01-18,Thursday,597,City Service,12:00:00,12,0.0,2
2024-01-18,Thursday,597,City Service,13:00:00,13,0.8,5
2024-01-18,Thursday,597,City Service,14:00:00,14,1.8,8
2024-01-18,Thursday,597,City Service,15:00:00,15,2.1,7
2024-01-18,Thursday,597,City Service,16:00:00,16,4.1,20
2024-01-18,Thursday,597,City Service,17:00:00,17,1.7,6
2024-01-18,Thursday,597,City Service,18:00:00,18,1.4,12
2024-01-18,Thursday,598,Commuter Express,08:00:00,8,4.4,20
2024-01-18,Thursday,598,Commuter Express,09:00:00,9,2.8,14
2024-01-18,Thursday,598,Commuter Express,10:00:00,10,1.4,5
2024-01-18,Thursday,598,Commuter Express,11:00:00,11,0.0,6
2024-01-18,Thursday,598,Commuter Express,12:00:00,12,0.0,5
2024-01-18,Thursday,598,Commuter Express,13:00:00,13,0.1,3
2024-01-18,Thursday,598,Commuter Express,14:00:00,14,0.0,5
2024-01-18,Thursday,598,Commuter Express,15:00:00,15,2.4,9
2024-01-18,Thursday,598,Commuter Express,16:00:00,16,3.1,9
2024-01-18,Thursday,598,Commuter Express,17:00:00,17,1.7,15
2024-01-18,Thursday,598,Commuter Express,18:00:00,18,4.3,16
2024-01-19,Friday,597,City Service,08:00:00,8,1.8,13
2024-01-19,Friday,597,City Service,09:00:00,9,2.3,16
2024-01-19,Friday,597,City Service,10:00:00,10,2.0,7
2024-01-19,Friday,597,City Service,11:00:00,11,1.7,7
2024-01-19,Friday,597,City Service,12:00:00,12,1.2,5
2024-01-19,Friday,597,City Service,13:00:00,13,2.3,5
2024-01-19,Friday,597,City Service,14:00:00,14,1.0,9
2024-01-19,Friday,597,City Service,15:00:00,15,1.8,6
2024-01-19,Friday,597,City Service,16:00:00,16,2.8,12
2024-01-19,Friday,597,City Service,17:00:00,17,3.3,20
2024-01-19,Friday,597,City Service,18:00:00,18,2.4,6
2024-01-19,Friday,598,Commuter Express,08:00:00,8,3.3,16
2024-01-19,Friday,598,Commuter Express,09:00:00,9,0.3,4
2024-01-19,Friday,598,Commuter Express,10:00:00,10,0.5,5
2024-01-19,Friday,598,Commuter Express,11:00:00,11,1.1,5
2024-01-19,Friday,598,Commuter Express,12:00:00,12,1.8,4
2024-01-19,Friday,598,Commuter Express,13:00:00,13,0.0,4
2024-01-19,Friday,598,Commuter Express,14:00:00,14,0.5,4
